articleName,articleTime,articleUrl,articleWriter
Е-сетевое моделирование надежности последовательно-параллельных технических систем с восстановлением,2006 ,https://cyberleninka.ru/article//article/n/e-setevoe-modelirovanie-nadezhnosti-posledovatelno-parallelnyh-tehnicheskih-sistem-s-vosstanovleniem, Ефремов А. А.
Перспективы помехоустойчивого декодирования по алгоритму Фано,2002 ,https://cyberleninka.ru/article//article/n/perspektivy-pomehoustoychivogo-dekodirovaniya-po-algoritmu-fano," Макаревич О. Б., Бабенко Д. В."
Методы построения поверхности дна в реальном масштабе времени,2004 ,https://cyberleninka.ru/article//article/n/metody-postroeniya-poverhnosti-dna-v-realnom-masshtabe-vremeni," Гузик В. Ф., Яковенко В. П., Переверзев В. А., Пустовалов В. В., Скороход Д. М."
Классификация прецедентов при планировании логистических систем в среде ГИС,2008 ,https://cyberleninka.ru/article//article/n/klassifikatsiya-pretsedentov-pri-planirovanii-logisticheskih-sistem-v-srede-gis, Гордиенко Л. В.
Аппаратная реализация нейронечеткого контроллера,2007 ,https://cyberleninka.ru/article//article/n/apparatnaya-realizatsiya-neyronechetkogo-kontrollera, Толстель О. В.
Формальное описание онтологий на основе нечёткой гиперграфовой модели данных,2005 ,https://cyberleninka.ru/article//article/n/formalnoe-opisanie-ontologiy-na-osnove-nechyotkoy-gipergrafovoy-modeli-dannyh, Котеленко С. А.
Метод выделения из текстового документа семантически близких пар понятий,2007 ,https://cyberleninka.ru/article//article/n/metod-vydeleniya-iz-tekstovogo-dokumenta-semanticheski-blizkih-par-ponyatiy," Целых А. Н., Котов Э. М."
Критерии оптимальности объединения машин и агрегатов в системы,2009 ,https://cyberleninka.ru/article//article/n/kriterii-optimalnosti-obedineniya-mashin-i-agregatov-v-sistemy," Богатырев Владимир Анатольевич, Богатырев Станислав Владимирович, Лепеш Григорий Васильевич"
Разбиение на основе гибридной многоуровневой адаптации,2008 ,https://cyberleninka.ru/article//article/n/razbienie-na-osnove-gibridnoy-mnogourovnevoy-adaptatsii," Лебедев Б. К., Лебедев О. Б."
Гибридные интеллектуальные человеко-машинные вычислительные системы и когнитивные процессы,1998 ,https://cyberleninka.ru/article//article/n/gibridnye-intellektualnye-cheloveko-mashinnye-vychislitelnye-sistemy-i-kognitivnye-protsessy, Сеченов М. Д.
Концепция построения автоматизированной интеллектуальнойсимулирующей подсистемы контроля качества знаний,2003 ,https://cyberleninka.ru/article//article/n/kontseptsiya-postroeniya-avtomatizirovannoy-intellektualnoysimuliruyuschey-podsistemy-kontrolya-kachestva-znaniy, Кравченко Ю. А.
Применение нечётких систем в распределённыхсистемах баз данных САПР,2000 ,https://cyberleninka.ru/article//article/n/primenenie-nechyotkih-sistem-v-raspredelyonnyhsistemah-baz-dannyh-sapr," Чернышев Ю. О., Яценко Д. В."
Метод решения плохо определенных прикладных задач,2001 ,https://cyberleninka.ru/article//article/n/metod-resheniya-ploho-opredelennyh-prikladnyh-zadach, Хромов А. А.
Использование современных систем проектирования при подготовке инженеров-механиков,2000 ,https://cyberleninka.ru/article//article/n/ispolzovanie-sovremennyh-sistem-proektirovaniya-pri-podgotovke-inzhenerov-mehanikov, Янишевская А. Г.
Оценка и формирование кадровых ресурсов на основе анализа развития групп,2002 ,https://cyberleninka.ru/article//article/n/otsenka-i-formirovanie-kadrovyh-resursov-na-osnove-analiza-razvitiya-grupp," Пьявченко О. Н., Клевцова А. Б."
Основные результаты научной работы кафедры вычислительной техники в 1993 году,1995 ,https://cyberleninka.ru/article//article/n/osnovnye-rezultaty-nauchnoy-raboty-kafedry-vychislitelnoy-tehniki-v-1993-godu, Гузик В. Ф.
